time,open,high,low,close,triggerTop,triggerBottom,Setup trigger up,Symbol success up,Symbol fail up,Setup trigger down,Symbol success down,Symbol fail down,bar_index,bix_threshold,array.size(imba),Fractal High,Fractal Low,HH,LH,LL,HL,triggerTop,triggerBottom,Setup trigger up,Symbol success up,Symbol fail up,Setup trigger down,Symbol success down,Symbol fail down,Tick (Open),Tick (High,Tick (Low),Tick (Close)
1683027600,4179.25,4180.25,4179,4180,0,0,0,0,0,0,0,0,16859,16759,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683027900,4180,4180.5,4178,4178.25,0,0,0,0,0,0,0,0,16860,16760,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683028200,4178.25,4179,4177.75,4178.25,0,0,0,0,0,0,0,0,16861,16761,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683028500,4178.5,4179.75,4178.5,4179.25,0,0,0,0,0,0,0,0,16862,16762,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683028800,4179.25,4179.25,4176.75,4177.75,0,0,0,0,0,0,0,0,16863,16763,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683029100,4178,4178.5,4177.25,4178,0,0,0,0,0,0,0,0,16864,16764,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683029400,4178.25,4178.5,4177,4177.25,0,0,0,0,0,0,0,0,16865,16765,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683029700,4177.5,4177.75,4176.25,4176.75,0,0,0,0,0,0,0,0,16866,16766,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683030000,4177,4177.5,4175.5,4176,0,0,0,0,0,0,0,0,16867,16767,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683030300,4176,4177,4175.75,4176,0,0,0,0,0,0,0,0,16868,16768,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683030600,4176,4178,4174.25,4177.5,0,0,0,0,0,0,0,0,16869,16769,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683030900,4177.5,4178.5,4176.75,4177,0,0,0,0,0,0,0,0,16870,16770,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683031200,4177.25,4179,4176.5,4178.5,0,0,0,0,0,0,0,0,16871,16771,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683031500,4178.25,4178.25,4176.5,4176.75,0,0,0,0,0,0,0,0,16872,16772,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683031800,4176.75,4178,4176.25,4177.75,0,0,0,0,0,0,0,0,16873,16773,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683032100,4177.5,4179,4176.25,4176.25,0,0,0,0,0,0,0,0,16874,16774,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
