time,open,high,low,close,triggerTop,triggerBottom,Setup trigger up,Symbol success up,Symbol fail up,Setup trigger down,Symbol success down,Symbol fail down,bar_index,bix_threshold,array.size(imba),Fractal High,Fractal Low,HH,LH,LL,HL,triggerTop,triggerBottom,Setup trigger up,Symbol success up,Symbol fail up,Setup trigger down,Symbol success down,Symbol fail down,Tick (Open),Tick (High,Tick (Low),Tick (Close)
1683296700,4132.25,4134.25,4130,4133.25,0,0,0,0,0,0,0,0,17720,17620,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,67,417,-163,67
1683297000,4133.5,4136.25,4133.5,4135.75,0,0,0,0,0,0,0,0,17721,17621,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,69,643,-187,123
1683297300,4135.75,4139.75,4135.25,4139.75,1,0,0,0,0,0,0,0,17722,17622,500,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,0,0,0,121,479,-11,390
1683297600,4139.75,4141.75,4136,4138.75,0,0,0,0,0,0,0,0,17723,17623,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,416,622,-350,382
1683297900,4139,4139,4136.5,4137,0,0,0,0,0,0,0,0,17724,17624,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,398,398,-262,126
1683298200,4137.25,4139.75,4137,4138,0,0,0,0,0,0,0,0,17725,17625,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,132,646,-114,-114
1683298500,4138,4138.25,4135,4136.25,0,0,0,0,0,0,0,0,17726,17626,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,-124,90,-410,-36
1683298800,4136,4139.5,4136,4138.75,0,0,0,0,0,0,0,0,17727,17627,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,-34,679,-34,446
1683299100,4139,4140.25,4133,4134,0,0,0,0,0,0,0,0,17728,17628,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,478,630,-478,-314
1683299400,4134.25,4137.75,4132,4137.5,0,0,0,0,0,0,0,0,17729,17629,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,-310,481,-516,423
1683299700,4137.5,4137.75,4132,4133.5,0,0,0,0,0,0,0,0,17730,17630,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,447,489,-363,-179
1683300000,4133.5,4136,4133.25,4135.75,0,0,0,0,0,0,0,0,17731,17631,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,-163,451,-259,449
1683300300,4135.75,4138.75,4134,4138.75,0,0,0,0,0,0,0,0,17732,17632,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,439,603,121,401
1683300600,4138.5,4139,4136,4138,0,0,0,0,0,0,0,0,17733,17633,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,395,467,-125,437
1683300900,4137.75,4138,4135.25,4136.5,0,0,0,0,0,0,0,0,17734,17634,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,429,431,35,195
1683301200,4136.25,4136.25,4133.5,4134,0,0,0,0,0,0,0,0,17735,17635,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,183,202,-362,-203
1683301500,4134.25,4137,4133.25,4135.75,0,0,0,0,0,0,0,0,17736,17636,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,-199,593,-207,343
1683301800,4136,4137.25,4134.25,4135,0,0,0,0,0,0,0,0,17737,17637,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,341,679,-53,113
1683302100,4135.25,4136,4132.5,4135.5,0,0,0,0,0,0,0,0,17738,17638,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,111,389,-249,231
1683302400,4135.75,4136.5,4132.5,4132.75,0,0,0,0,0,0,0,0,17739,17639,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,243,503,-191,-191
1683302700,4132.75,4134.5,4131.25,4133,0,0,0,0,0,0,0,0,17740,17640,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,-213,283,-421,67
1683303000,4133,4134.25,4132,4132.25,0,0,0,0,0,0,0,0,17741,17641,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,65,541,-7,49
1683303300,4132,4134,4131,4132,0,0,0,0,0,0,0,0,17742,17642,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,47,455,-137,129
1683303600,4131.75,4136.75,4131.75,4136.75,0,0,0,0,0,0,0,0,17743,17643,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,127,783,125,639
1683303900,4136.75,4136.75,4132.5,4133.5,0,0,0,0,0,0,0,0,17744,17644,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,643,675,-319,-227
1683304200,4133.5,4134.75,4132,4134.5,0,0,0,0,0,0,0,0,17745,17645,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,-221,341,-229,13
1683304500,4134.25,4134.75,4132.5,4133,0,0,0,0,0,0,0,0,17746,17646,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,15,108,-420,-122
1683304800,4133,4134.75,4131.5,4132,0,0,0,0,0,0,0,0,17747,17647,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,-120,120,-494,-464
1683305100,4131.75,4132.75,4127.25,4129.5,0,0,0,0,0,0,0,0,17748,17648,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,-470,-218,-798,-238
1683305400,4129.5,4133.75,4129.25,4133,0,0,0,0,0,0,0,0,17749,17649,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,-228,384,-228,158
1683305700,4133,4136.75,4132,4136.5,0,0,0,0,0,0,0,0,17750,17650,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,160,746,64,380
1683306000,4136.5,4138.25,4136.25,4137.5,0,0,0,0,0,0,0,0,17751,17651,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,384,688,218,218
1683306300,4137.5,4138.75,4136.5,4137.5,0,0,0,0,0,0,0,0,17752,17652,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,214,294,46,70
1683306600,4137.5,4139.25,4137,4138.25,0,0,0,0,0,0,0,0,17753,17653,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,54,394,-106,88
1683306900,4138.25,4139.25,4136.75,4138,0,0,0,0,0,0,0,0,17754,17654,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,90,452,-262,216
1683307200,4138,4139.5,4137.75,4139,0,0,0,0,0,0,0,0,17755,17655,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,212,370,46,194
1683307500,4139,4141.25,4138.25,4140.5,0,0,0,0,0,0,0,0,17756,17656,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,202,450,68,106
1683307800,4140.5,4142.5,4140.25,4142,0,0,0,0,0,0,0,0,17757,17657,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,110,554,72,188
1683308100,4142.25,4143.75,4141.5,4142.5,0,0,0,0,0,0,0,0,17758,17658,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,186,420,-118,30
1683308400,4142.5,4144.5,4142.25,4144.5,0,0,0,0,0,0,0,0,17759,17659,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,36,388,-36,262
1683308700,4144.5,4144.75,4143.25,4144.5,0,0,0,0,0,0,0,0,17760,17660,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,282,322,102,159
1683309000,4144.5,4145.75,4142.75,4144,0,0,0,0,0,0,0,0,17761,17661,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,157,443,-135,18
1683309300,4144,4144.25,4142,4144.25,0,0,0,0,0,0,0,0,17762,17662,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,32,306,-344,256
1683309600,4144.5,4146.75,4143.75,4146.5,0,0,0,0,0,0,0,0,17763,17663,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,260,398,126,270
1683309900,4146.5,4147.75,4145.75,4146.5,0,0,0,0,0,0,0,0,17764,17664,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,274,556,144,252
1683310200,4146.5,4147.5,4144.25,4145.25,0,0,0,0,0,0,0,0,17765,17665,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,246,562,-124,132
1683310500,4145.25,4146,4143.75,4144.25,0,0,0,0,0,0,0,0,17766,17666,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,140,408,-154,-60
1683310800,4144.5,4146.75,4143.75,4146.5,0,0,0,0,0,0,0,0,17767,17667,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,-62,546,-110,357
1683311100,4146.5,4152.5,4146.5,4150.75,0,0,0,0,0,0,0,0,17768,17668,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,351,1031,351,395
1683311400,4150.75,4153.5,4150.75,4151.75,0,0,0,0,0,0,0,0,17769,17669,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,379,825,199,325
1683311700,4152,4153.75,4151.75,4152.5,0,0,0,0,0,0,0,0,17770,17670,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,323,583,65,241
1683312000,4152.5,4156,4152.5,4155,0,0,0,0,0,0,0,0,17771,17671,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,331,795,331,421
1683312300,4155.25,4157.5,4154.5,4157.5,0,0,0,0,0,0,0,0,17772,17672,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,417,852,113,852
1683312600,4157.25,4160.5,4157,4160,0,0,0,0,0,0,0,0,17773,17673,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,850,937,415,415
1683312900,4160.25,4163.25,4157.75,4158.75,0,0,0,0,0,0,0,0,17774,17674,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,425,1122,-274,-228
1683313200,4158.75,4160.25,4156.25,4159.75,0,0,0,0,0,0,0,0,17775,17675,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,-212,646,-240,414
1683313500,4159.75,4161,4159,4161,0,0,0,0,0,0,0,0,17776,17676,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,418,544,54,356
1683313800,4160.75,4161,4157.5,4157.5,0,0,0,0,0,0,0,0,17777,17677,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,362,362,-176,-124
1683314100,4157.5,4159.5,4155,4156,0,0,0,0,0,0,0,0,17778,17678,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,-128,296,-572,-424
1683314400,4156,4158,4153,4156.75,0,0,0,0,0,0,0,0,17779,17679,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,-416,493,-720,97
1683314700,4156.75,4157.25,4155.25,4156.75,0,0,0,0,0,0,0,0,17780,17680,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,93,427,-287,221
1683315000,4157,4158,4154.75,4156.25,0,0,0,0,0,0,0,0,17781,17681,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,235,409,-325,63
1683315300,4156.25,4157,4153.5,4154.5,0,0,0,0,0,0,0,0,17782,17682,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,67,268,-362,140
1683315600,4154.5,4156.25,4153.25,4155,0,0,0,0,0,0,0,0,17783,17683,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,170,594,-118,-38
1683315900,4154.75,4155,4152,4153.5,0,0,0,0,0,0,0,0,17784,17684,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,-8,440,-476,326
1683316200,4153.5,4153.5,4150,4151.25,0,0,0,0,0,0,0,0,17785,17685,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,318,318,-430,48
1683316500,4151,4152.75,4147.5,4151.75,0,0,0,0,0,0,0,0,17786,17686,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,52,622,-614,622
1683316800,4151.5,4153,4147.25,4147.5,0,0,0,0,0,0,0,0,17787,17687,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683317100,4147.75,4149.25,4147,4149,0,0,0,0,0,0,0,0,17788,17688,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683317400,4149,4150.5,4148.5,4150.25,0,0,0,0,0,0,0,0,17789,17689,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683317700,4150.5,4151.25,4149.75,4150.5,0,0,0,0,0,0,0,0,17790,17690,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683318000,4150.5,4151,4150,4150.25,0,0,0,0,0,0,0,0,17791,17691,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683318300,4150.25,4151,4149.75,4150,0,0,0,0,0,0,0,0,17792,17692,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683318600,4150,4150,4149.5,4149.75,0,0,0,0,0,0,0,0,17793,17693,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683318900,4149.75,4150.5,4149.5,4149.75,0,0,0,0,0,0,0,0,17794,17694,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683319200,4149.75,4150,4148,4148.25,0,0,0,0,0,0,0,0,17795,17695,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683319500,4148.25,4148.5,4147.75,4147.75,0,0,0,0,0,0,0,0,17796,17696,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683319800,4148,4150.25,4146.75,4149,0,0,0,0,0,0,0,0,17797,17697,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683320100,4148.75,4149.75,4148,4149,0,0,0,0,0,0,0,0,17798,17698,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683496800,4151,4153.75,4149.5,4152.5,0,0,0,0,0,0,0,0,17799,17699,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683497100,4152.75,4153.25,4152,4152.75,0,0,0,0,0,0,0,0,17800,17700,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683497400,4152.5,4154.5,4152,4154.25,0,0,0,0,0,0,0,0,17801,17701,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683497700,4154.25,4154.25,4151.25,4151.75,0,0,0,0,0,0,0,0,17802,17702,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683498000,4151.75,4153,4151,4152.5,0,0,0,0,0,0,0,0,17803,17703,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683498300,4152.5,4153.5,4152.25,4153,0,0,0,0,0,0,0,0,17804,17704,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683498600,4153,4153,4152.25,4152.75,0,0,0,0,0,0,0,0,17805,17705,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683498900,4152.75,4153,4150.5,4151.5,0,0,0,0,0,0,0,0,17806,17706,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683499200,4151.5,4152.5,4151,4152,0,0,0,0,0,0,0,0,17807,17707,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683499500,4152,4152.25,4151.25,4151.75,0,0,0,0,0,0,0,0,17808,17708,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683499800,4152,4152,4151,4151.5,0,0,0,0,0,0,0,0,17809,17709,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683500100,4151.5,4151.5,4150.75,4151.25,0,0,0,0,0,0,0,0,17810,17710,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683500400,4151.25,4151.5,4150.75,4151.25,0,0,0,0,0,0,0,0,17811,17711,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683500700,4151.25,4153.25,4150.75,4152.75,0,0,0,0,0,0,0,0,17812,17712,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683501000,4152.5,4154.25,4152.5,4153.25,0,0,0,0,0,0,0,0,17813,17713,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683501300,4153,4153,4151.25,4152,0,0,0,0,0,0,0,0,17814,17714,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683501600,4152,4152.75,4151.75,4152.25,0,0,0,0,0,0,0,0,17815,17715,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683501900,4152.25,4152.25,4151.75,4151.75,0,0,0,0,0,0,0,0,17816,17716,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683502200,4152,4152.5,4151,4151.25,0,0,0,0,0,0,0,0,17817,17717,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683502500,4151,4151.25,4149,4149,0,0,0,0,0,0,0,0,17818,17718,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683502800,4149.25,4149.25,4147.75,4148.5,0,0,0,0,0,0,0,0,17819,17719,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683503100,4148.5,4149.25,4147.5,4148.25,0,0,0,0,0,0,0,0,17820,17720,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683503400,4148.5,4149,4147.75,4148.25,0,0,0,0,0,0,0,0,17821,17721,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683503700,4148,4148.25,4146,4146.25,0,0,0,0,0,0,0,0,17822,17722,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683504000,4146.25,4146.25,4142.5,4143.5,0,0,0,0,0,0,0,0,17823,17723,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683504300,4143.25,4145,4143.25,4145,0,0,0,0,0,0,0,0,17824,17724,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683504600,4145,4147.75,4145,4147.5,0,0,0,0,0,0,0,0,17825,17725,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683504900,4147.25,4148.25,4146.75,4147,0,0,0,0,0,0,0,0,17826,17726,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683505200,4147,4147.25,4144,4145.5,0,0,0,0,0,0,0,0,17827,17727,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683505500,4145.75,4147,4144.75,4146.5,0,0,0,0,0,0,0,0,17828,17728,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683505800,4146.25,4146.5,4145.5,4146.5,0,0,0,0,0,0,0,0,17829,17729,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683506100,4146.5,4146.75,4145.75,4146.75,0,0,0,0,0,0,0,0,17830,17730,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683506400,4146.5,4147,4145.25,4146.25,0,0,0,0,0,0,0,0,17831,17731,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683506700,4146.25,4147,4145.75,4147,0,0,0,0,0,0,0,0,17832,17732,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683507000,4147,4147.25,4145.5,4145.75,0,0,0,0,0,0,0,0,17833,17733,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683507300,4145.5,4146,4144.75,4145.75,0,0,0,0,0,0,0,0,17834,17734,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683507600,4145.5,4146,4145,4145.5,0,0,0,0,0,0,0,0,17835,17735,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683507900,4145.75,4146,4143.25,4144,0,0,0,0,0,0,0,0,17836,17736,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683508200,4143.75,4145,4143.5,4145,0,0,0,0,0,0,0,0,17837,17737,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683508500,4144.75,4145,4144.25,4144.75,0,0,0,0,0,0,0,0,17838,17738,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683508800,4144.75,4145.25,4144,4145,0,0,0,0,0,0,0,0,17839,17739,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683509100,4145,4146.5,4145,4146.5,0,0,0,0,0,0,0,0,17840,17740,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683509400,4146.5,4148.75,4146.5,4148.25,0,0,0,0,0,0,0,0,17841,17741,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683509700,4148.25,4149.25,4148,4148.5,0,0,0,0,0,0,0,0,17842,17742,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683510000,4148.25,4148.75,4148,4148.25,0,0,0,0,0,0,0,0,17843,17743,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683510300,4148.25,4149,4147,4147.75,0,0,0,0,0,0,0,0,17844,17744,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683510600,4147.5,4147.5,4146.5,4146.5,0,0,0,0,0,0,0,0,17845,17745,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683510900,4146.5,4148.25,4146.5,4147.5,0,0,0,0,0,0,0,0,17846,17746,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683511200,4147.5,4148,4147,4147.75,0,0,0,0,0,0,0,0,17847,17747,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683511500,4147.5,4147.75,4146.25,4147,0,0,0,0,0,0,0,0,17848,17748,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683511800,4146.75,4148.25,4146.5,4147.75,0,0,0,0,0,0,0,0,17849,17749,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683512100,4148,4148.25,4147.5,4147.75,0,0,0,0,0,0,0,0,17850,17750,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683512400,4147.75,4148.5,4147.5,4148.5,0,0,0,0,0,0,0,0,17851,17751,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683512700,4148.5,4150.5,4148.5,4150.25,0,0,0,0,0,0,0,0,17852,17752,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683513000,4150.25,4150.75,4149,4149.5,0,0,0,0,0,0,0,0,17853,17753,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683513300,4149.5,4149.75,4148.75,4148.75,0,0,0,0,0,0,0,0,17854,17754,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683513600,4149,4150,4148.5,4149.5,0,0,0,0,0,0,0,0,17855,17755,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683513900,4149.5,4151,4149.25,4150.75,0,0,0,0,0,0,0,0,17856,17756,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1683514200,4150.75,4150.75,4149.75,4150.25,0,0,0,0,0,0,0,0,17857,17757,500,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
